#page_id	source_id	path	title	page_class	symbol_count	kind	symbol	declaration_origin	header	library	os_versions_raw	declaration_status	duplicate_of	source_url
ee505759	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505759.html	Command Line Parameters for the Graphics Device Interface Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505759(v=winembedded.60)
ee505760	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505760.html	Prerequisites for the Direct3D Mobile Driver Comparison Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505760(v=winembedded.60)
ee505761	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505761.html	Troubleshooting the Serial Communications Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505761(v=winembedded.60)
ee505762	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505762.html	Test Results for the Graphics Device Interface Performance Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505762(v=winembedded.60)
ee505763	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505763.html	Prerequisites for the CD/DVD-ROM Block Driver Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505763(v=winembedded.60)
ee505765	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505765.html	Command Line Parameters for the CEDB Build Verification Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505765(v=winembedded.60)
ee505767	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505767.html	Command-Line Parameters for the Audio Loop-back Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				first_line_not_a_declaration		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505767(v=winembedded.60)
ee505768	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505768.html	Test Cases for the Mouse Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505768(v=winembedded.60)
ee505769	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505769.html	Troubleshooting the Smart Card Reader Surprise Removal Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505769(v=winembedded.60)
ee505770	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505770.html	Command Line Parameters for the Registry Performance Test (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505770(v=winembedded.60)
ee505771	mslearn-windows-embedded-ce-6.0	docs/mslearn/windows-embedded-ce-6.0/ee505771.html	Storing Data Collected by the CPU Monitor Tool (Windows Embedded CE 6.0)	concept_or_overview	0			none				no_candidate		https://learn.microsoft.com/en-us/previous-versions/windows/embedded/ee505771(v=winembedded.60)
