# id	book	path	title
9xzax33a	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/9xzax33a.html	SerialPort.BytesToWrite Property  (System.IO.Ports)
9y38296e	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/9y38296e.html	WebException.Status Property  (System.Net)
9yc7tebx	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/9yc7tebx.html	X509Certificate Class (System.Security.Cryptography.X509Certificates)
9z7fhd98	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/9z7fhd98.html	HttpListenerResponse.Close Method  (System.Net)
a09d3zd3	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/a09d3zd3.html	EditorBrowsableAttribute Constructor  (System.ComponentModel)
a0h7f149	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/a0h7f149.html	HttpWebResponse.ContentLength Property  (System.Net)
a38x5zwb	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/a38x5zwb.html	Handshake Enumeration (System.IO.Ports)
a5y8e20b	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/a5y8e20b.html	SymmetricAlgorithm.LegalBlockSizesValue Field (System.Security.Cryptography)
a65yc7ab	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/a65yc7ab.html	HttpWebResponse.ContentEncoding Property  (System.Net)
a70y7a3c	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/a70y7a3c.html	FileStream.Name Property  (System.IO)
a802yesd	dotnet-compact-framework	docs/mslearn/dotnet-compact-framework/a802yesd.html	DSACryptoServiceProvider Class (System.Security.Cryptography)
